"Cost","Linear","Radial basis","Polynomial"
0.01,74.4299674267101,49.3485342019544,63.843648208469
0.0125892541179417,73.9413680781759,49.3485342019544,63.843648208469
0.0158489319246111,74.1042345276873,49.3485342019544,63.843648208469
0.0199526231496888,73.7785016286645,49.3485342019544,63.843648208469
0.0251188643150958,73.2899022801303,49.3485342019544,63.843648208469
0.0316227766016838,72.4755700325733,49.3485342019544,63.843648208469
0.0398107170553497,72.8013029315961,49.3485342019544,63.843648208469
0.0501187233627272,71.8241042345277,49.3485342019544,63.843648208469
0.0630957344480193,71.1726384364821,49.3485342019544,63.843648208469
0.0794328234724281,70.0325732899023,49.3485342019544,63.843648208469
0.1,69.2182410423453,49.3485342019544,63.843648208469
0.125892541179417,69.0553745928339,49.3485342019544,63.843648208469
0.158489319246111,69.5439739413681,49.6742671009772,63.843648208469
0.199526231496888,70.3583061889251,49.6742671009772,63.843648208469
0.251188643150958,69.8697068403909,50,63.843648208469
0.316227766016838,69.0553745928339,50,63.843648208469
0.398107170553497,69.2182410423453,51.4657980456026,63.843648208469
0.501187233627272,69.5439739413681,51.4657980456026,63.843648208469
0.630957344480193,69.8697068403909,51.4657980456026,63.843648208469
0.794328234724282,69.7068403908795,51.4657980456026,63.843648208469
1,69.3811074918567,51.9543973941368,63.843648208469
1.25892541179417,69.2182410423453,51.9543973941368,63.843648208469
1.58489319246111,68.7296416938111,51.9543973941368,63.843648208469
1.99526231496888,68.4039087947883,51.9543973941368,63.843648208469
2.51188643150958,68.2410423452769,51.9543973941368,63.843648208469
3.16227766016838,68.4039087947883,51.9543973941368,63.843648208469
3.98107170553497,68.2410423452769,51.9543973941368,63.843648208469
5.01187233627272,68.2410423452769,51.9543973941368,63.843648208469
6.30957344480194,68.4039087947883,51.9543973941368,63.843648208469
7.94328234724282,68.4039087947883,51.9543973941368,63.843648208469
10,68.4039087947883,51.9543973941368,63.843648208469
12.5892541179417,68.2410423452769,51.9543973941368,63.843648208469
15.8489319246111,68.2410423452769,51.9543973941368,63.843648208469
19.9526231496888,68.4039087947883,51.9543973941368,63.843648208469
25.1188643150958,68.4039087947883,51.9543973941368,63.843648208469
31.6227766016838,68.4039087947883,51.9543973941368,63.843648208469
39.8107170553497,68.4039087947883,51.9543973941368,63.843648208469
50.1187233627273,68.4039087947883,51.9543973941368,63.843648208469
63.0957344480194,68.4039087947883,51.9543973941368,63.843648208469
79.4328234724282,68.4039087947883,51.9543973941368,63.843648208469
100,68.5667752442997,51.9543973941368,63.843648208469
